query_id,query,type,source,gold_doc,gold_sec,n_retrieved,recall@1,recall@3,recall@5,recall@10,mrr@10,ndcg@10
50210127-57ef-406a-8f27-0ea01e14faf7,Why is 3D denoising considered an effective pre-training strategy?,abstractive,text,2410.10516v3,26,8,1.0,1.0,1.0,1.0,1.0,1.0
eda089ac-cd1e-4887-8a1f-48ee5c0f874b,Do traditional ML models like random forests and SVMs perform well on k-mer counts in bioinformatics?,extractive,text,2405.05998v3,5,8,1.0,1.0,1.0,1.0,1.0,1.0
509fb86a-d580-4bbc-9cd4-87882fdf7314,How does topological analysis help understand payment system networks?,abstractive,text,2409.13674v3,1,8,1.0,1.0,1.0,1.0,1.0,1.0
82a48996-a518-41aa-a240-00f1e189aebc,What is the trend in labor market tightness (V/U) for Hello Work from 2014 to 2024?,extractive,text-image,2410.17011v3,4,8,1.0,1.0,1.0,1.0,1.0,1.0
26733471-fe75-4512-984b-f6baa91270f8,How do bike usage patterns vary across different areas of a city?,abstractive,text-image,2407.13314v3,19,8,1.0,1.0,1.0,1.0,1.0,1.0
b3f3c3e8-7692-49fe-bfa2-ceadc2549f77,Why are hub genes significant in microbiome research?,abstractive,text-table-image,2405.05998v3,6,8,0.0,0.0,0.0,0.0,0.0,0.0
51e78292-4304-4763-9e55-3317e8fdd3c7,Why might a rational agent continue searching for a finite prize despite increasing costs?,abstractive,text,2412.03227v2,4,8,1.0,1.0,1.0,1.0,1.0,1.0
bcf65bf6-51bb-444d-9819-2d888c6b4ee4,Does DISCO converge to a pointwise operator like standard convolutional layers?,extractive,text,2410.16290v4,24,8,1.0,1.0,1.0,1.0,1.0,1.0
4671ec46-9402-417b-a56f-8473395e6c45,What are the vertices of the integration path for \( t > 0 \)?,extractive,text-image,2411.11402v4,6,8,1.0,1.0,1.0,1.0,1.0,1.0
dcbb6ebc-cdbf-4f1b-9afd-c831d37443d2,Can regular languages be recognized using constant space in streaming algorithms?,extractive,text,2402.13385v2,10,8,1.0,1.0,1.0,1.0,1.0,1.0
b2a84f67-2f0b-476b-817e-ea19f0bf9493,What is a well-behaved rDFA?,extractive,text,2402.13385v2,27,8,1.0,1.0,1.0,1.0,1.0,1.0
6714edb0-7c1b-4eaf-8304-de65932b1919,What factors influenced local awareness behavior during the Omicron BA.1 wave of COVID-19?,abstractive,text-image,2406.09983v2,5,8,0.0,0.0,1.0,1.0,0.2,0.38685280723454163
327116ce-eca0-4bd2-9fc8-85a87e81da17,Why is there still much room for investigation within the field of delay differential equations?,abstractive,text,2411.11402v4,1,8,1.0,1.0,1.0,1.0,1.0,1.0
05073e83-84a3-4a25-969b-ab8067a9fcbd,What does it mean for two words to be separated by a language?,abstractive,text,2402.13385v2,14,8,0.0,1.0,1.0,1.0,0.5,0.6309297535714575
4877fdf9-0047-4024-a160-dff6c8cc2304,Why might traditional subjective expected utility have limitations when some objects have already been sampled?,abstractive,text-image,2403.01421v2,6,8,1.0,1.0,1.0,1.0,1.0,1.0
244c5d11-a4fb-4629-b80c-5caba594f480,What challenges does the unified model for compressed sensing MRI aim to address?,abstractive,text,2410.16290v4,13,8,1.0,1.0,1.0,1.0,1.0,1.0
aec5df3b-f8bd-40e0-8339-83852b6871dc,What happens to safety stock levels when there is an increase in uncertainty?,abstractive,text,2403.11010v3,5,8,1.0,1.0,1.0,1.0,1.0,1.0
7693ee23-49de-4277-a6e8-8267e06b793a,What does interventional CRL consider in terms of data generation?,abstractive,text,2409.02772v2,21,8,1.0,1.0,1.0,1.0,1.0,1.0
c9fb15a6-bed4-4e55-954c-2775792d637c,Are there more collision clusters with positive Event Containment Score (ECS) during Omicron BA.2 than Delta?,extractive,text-image,2406.09983v2,18,8,0.0,0.0,0.0,0.0,0.0,0.0
16707bb6-83e0-4f2a-81ad-3bdf93d0afaa,What is a control Koopman operator and how is it used in nonlinear systems?,abstractive,text-image,2405.07312v3,4,8,0.0,0.0,0.0,0.0,0.0,0.0
061855bb-b000-474e-8e09-e27109c5e168,What happens if preferences violate single-peakedness in voting procedures?,abstractive,text,2410.20476v2,7,8,1.0,1.0,1.0,1.0,1.0,1.0
b596e3dd-980c-491b-8478-451402379895,What role do positive or negative ratios play in determining the behavior of an envelope function?,abstractive,text-image,2411.11402v4,14,8,0.0,1.0,1.0,1.0,0.3333333333333333,0.5
33b51fef-bd48-465a-ad31-b97560793a5d,How does the Recursive Public project approach diversity in opinions?,abstractive,text-image,2407.11613v2,9,8,1.0,1.0,1.0,1.0,1.0,1.0
e8b1b264-5b1f-4a4a-b646-2040b790f836,What is the role of neural operators in MRI reconstruction?,abstractive,text-image,2410.16290v4,4,8,0.0,0.0,0.0,1.0,0.16666666666666666,0.3562071871080222
a3c95d17-ac79-47e2-8da2-a9ddfe708c82,How does context-aware planning help agents in gene expression data analysis?,abstractive,text,2406.15341v3,10,8,1.0,1.0,1.0,1.0,1.0,1.0
47b2b5c0-96b4-4537-ac44-c431a9365044,How can Python functions be used to validate gene expression data analysis?,abstractive,text,2406.15341v3,31,8,1.0,1.0,1.0,1.0,1.0,1.0
ed5b4bab-8103-41d9-b863-dbf90ef9d6f6,Is uniform sampling of time steps sufficient for predictive task training?,extractive,text,2410.10516v3,4,8,1.0,1.0,1.0,1.0,1.0,1.0
3973387a-c318-4912-a5e3-f0ccc1ea4681,Does any synthesis pathway have a QED value greater than 0.4?,extractive,text-image,2405.01155v3,30,8,0.0,0.0,0.0,0.0,0.0,0.0
78c3b45c-788d-49f1-a196-2c96cd3206fe,What is the relationship between \( \bar{J} \) and \( Q_h \) in low-temperature conditions?,abstractive,text-image,2401.17469v2,4,8,1.0,1.0,1.0,1.0,1.0,1.0
94b0e85f-7737-44f1-97be-34d34bcd9720,Why is a quadratic function used for approximating short-term implied volatility?,abstractive,text,2401.03776v8,7,8,1.0,1.0,1.0,1.0,1.0,1.0
c8f228aa-8025-44e2-ac21-b202dbba376e,What role does Partial Information Decomposition play in knowledge distillation?,abstractive,text,2411.07483v2,0,8,0.0,1.0,1.0,1.0,0.5,0.6309297535714575
fe1c96e9-42de-45c9-9422-063b55c14ce5,What is the minimum value of $\mu$ for a self-concordant barrier on a convex polytope $\Theta$?,extractive,text,2406.05714v3,13,8,1.0,1.0,1.0,1.0,1.0,1.0
f45863f8-172e-4503-91af-871b3feb0956,What role do Lyapunov exponents play in analyzing chaos within a double-well structure?,abstractive,text-image,2408.00934v2,4,8,1.0,1.0,1.0,1.0,1.0,1.0
e3822ed5-2b21-437d-9e00-35ee1503f9a9,Why is Lasso regression used in analyzing gene expression data?,abstractive,text-image,2406.15341v3,6,8,1.0,1.0,1.0,1.0,1.0,1.0
47814fcb-031b-48a6-99c3-fe60a2aa1ec6,What do the listed orthologs help identify within gene interaction networks?,abstractive,text,2405.05998v3,10,8,1.0,1.0,1.0,1.0,1.0,1.0
4e78e3c2-d10c-4bbb-a908-44db042ee83f,What role do pilot subcarriers play in improving channel estimation accuracy?,abstractive,text-image,2407.07009v2,18,8,0.0,0.0,0.0,1.0,0.16666666666666666,0.3562071871080222
c313983d-19f5-4790-b743-b731cea83fc0,What is spatial confounding and why is it a problem in statistical models?,abstractive,text,2403.05373v2,2,8,1.0,1.0,1.0,1.0,1.0,1.0
a5c86de2-e85e-444f-a3ed-056e19215856,Is there a condition under which a teacher representation $T_1$ can have less unique information than another teacher representation $T_2$?,extractive,text,2411.07483v2,11,8,1.0,1.0,1.0,1.0,1.0,1.0
29af34fe-655f-44df-9a73-d04c8a6389d1,How does parallel processing improve computational efficiency in spatial analysis tasks?,abstractive,text-table,2412.11355v2,11,8,0.0,0.0,0.0,0.0,0.0,0.0
bf1a9bee-f1ce-46cd-8626-c07310c40761,How can advanced methodologies enhance fairness and validity in assessing diverse populations' health outcomes?,abstractive,text,2408.13702v3,1,8,1.0,1.0,1.0,1.0,1.0,1.0
55d494f1-45e2-49a2-9d34-b8e28e3734ab,What is the purpose of the GenoTEX benchmark?,abstractive,text,2406.15341v3,3,8,0.0,0.0,1.0,1.0,0.2,0.38685280723454163
c6ffb9cd-96d5-4b7a-91eb-a7d38bfecd42,Does the GHT match the conventional Hilbert transform on non-overlapping cycles?,extractive,text,2412.18501v3,8,8,1.0,1.0,1.0,1.0,1.0,1.0
93f127e9-06a2-47b9-b0d9-4f69e1cc670a,How do gene interaction networks contribute to understanding bacterial colonization processes?,abstractive,text-table-image,2405.05998v3,3,8,1.0,1.0,1.0,1.0,1.0,1.0
f21aad6a-3c5f-453f-b408-1c99f805d0c8,What are the key differences in performance between various forecasting models for US industrial production?,abstractive,text-table-image,2407.13314v3,35,8,1.0,1.0,1.0,1.0,1.0,1.0
fa5abf3c-299a-47c8-9f78-5a03c0b7f61a,What is the purpose of using spectral diffusion in diffusion MRI?,abstractive,text,2408.06427v2,7,8,0.0,1.0,1.0,1.0,0.5,0.6309297535714575
c1ee6339-4289-403b-a99a-3e9fad4e8b7d,Is it optimal for the agent to engage in the search if $p v > c(0)$?,extractive,text,2412.03227v2,3,8,1.0,1.0,1.0,1.0,1.0,1.0
1f8ca9df-c2c5-4939-8a9e-f2aa9bb544c2,Does dataset filtering involve verifying the availability of gene expression data?,extractive,text,2406.15341v3,5,8,1.0,1.0,1.0,1.0,1.0,1.0
23c823f0-4e52-4174-8cbf-ecd68d597d51,In what ways do imagined story continuations complement existing feature engineering techniques?,abstractive,text,2412.15239v2,1,8,1.0,1.0,1.0,1.0,1.0,1.0
3ef5af1d-46bb-435e-bcd3-ef0dbeecad22,What are the differences in effective degrees of freedom (EDF) among various low-rank models used for spatial confounding mitigation?,abstractive,text-table-image,2403.05373v2,24,8,1.0,1.0,1.0,1.0,1.0,1.0
ca151c1f-0dbd-4f9a-8a42-9a3ea1f33922,What role do derived blowups play in generating lafp $U$-modifications?,abstractive,text-image,2407.04378v2,4,8,1.0,1.0,1.0,1.0,1.0,1.0
c0ccce2d-fa43-4259-9870-916f8e8e2228,Why is controlling energy flow at the micro-scale important for quantum technologies?,abstractive,text-image,2401.17469v2,0,8,1.0,1.0,1.0,1.0,1.0,1.0
58ee5bb5-32d5-46cb-86ab-d571a372d0ed,What is the formula for calculating water transport time (WTT)?,extractive,text,2408.06427v2,5,8,1.0,1.0,1.0,1.0,1.0,1.0
703b7f6b-eaf7-447b-a13d-43fd23fe208d,How does Pol.is facilitate consensus-building in discussions?,abstractive,text-image,2407.11613v2,9,8,0.0,1.0,1.0,1.0,0.5,0.6309297535714575
94932526-4983-4caa-b8bc-de65c672901d,What is the purpose of using multilevel modeling in DIF analysis for health survey data?,abstractive,text,2408.13702v3,10,8,1.0,1.0,1.0,1.0,1.0,1.0
9629e6d7-f42f-4d78-8b66-a3f1dd60cbed,How does the CMGF method improve upon traditional methods for calculating moments?,abstractive,text,2410.23587v3,8,8,1.0,1.0,1.0,1.0,1.0,1.0
716dd8f3-fddc-441f-9ba0-4df6523aed12,Is it true that only approximate solutions exist for general feedback games with nonconvex costs and constraints?,extractive,text,2410.16441v2,2,8,1.0,1.0,1.0,1.0,1.0,1.0
26fff9f0-f324-422e-9bd6-62364dee5dcd,Is it necessary for all PAs to have equal phases for each device to maximize data rate?,extractive,text,2412.13892v2,4,8,1.0,1.0,1.0,1.0,1.0,1.0
5885e062-72ee-460c-aea6-5be13d3bc4cc,Is the function \(X(t)\) Fourier transformable when \(a < 0\)?,extractive,text,2411.11402v4,4,8,1.0,1.0,1.0,1.0,1.0,1.0
75dfb440-63b2-4a2d-80cb-444ca478dde3,What is the number of contigs per sample for host environments?,extractive,text-image,2405.05998v3,2,8,1.0,1.0,1.0,1.0,1.0,1.0
409f1754-5c7e-433f-80d5-fcacbc2f795e,How does Redundant Information Distillation (RID) improve upon traditional knowledge distillation methods?,abstractive,text,2411.07483v2,0,8,0.0,0.0,1.0,1.0,0.25,0.43067655807339306
